Daily Time Spent on Site,Age,Area Income,Daily Internet Usage,Ad Topic Line,City,Gender,Country,Timestamp,Clicked on Ad
67.59,45,58677.69,113.69,User-centric solution-oriented emulation,Brittanyborough,Female,Monaco,7/23/2016 5:21,Yes
75.71,34,62109.8,246.06,Phased hybrid intranet,Barbershire,Female,Portugal,03/11/2016 10:01,No
43.07,36,60583.02,137.63,Monitored zero administration collaboration,East Ericport,Male,Turkey,02/11/2016 20:45,Yes
39.47,43,65576.05,163.48,Team-oriented systematic installation,Crawfordfurt,Male,Uganda,07/06/2016 23:09,Yes
48.22,40,73882.91,214.33,Inverse national core,Turnerville,Female,Norfolk Island,3/22/2016 19:14,No
76.76,25,50468.36,230.77,Secured uniform instruction set,Kylieview,Male,Niue,5/26/2016 13:28,No
78.74,27,51409.45,234.75,Quality-focused zero tolerance matrices,West Zacharyborough,Female,Ukraine,6/18/2016 19:10,No
67.47,24,60514.05,225.05,Multi-tiered heuristic strategy,Watsonfort,Male,Vanuatu,3/20/2016 7:12,No
81.17,30,57195.96,231.91,Optimized static archive,Dayton,Male,United States Minor Outlying Islands,06/03/2016 07:00,No
89.66,34,52802.58,171.23,Advanced didactic conglomeration,Nicholasport,Male,Armenia,02/03/2016 15:15,No
79.6,28,56570.06,227.37,Synergistic discrete middleware,Whitneyfort,Male,Sweden,05/03/2016 16:55,No
65.53,19,51049.47,190.17,Pre-emptive client-server installation,Coffeytown,Male,Timor-Leste,6/20/2016 2:25,No
61.87,35,66629.61,250.2,Multi-channeled attitude-oriented toolset,North Johnside,Male,French Southern Territories,07/10/2016 19:15,No
83.16,41,70185.06,194.95,Decentralized 24hour approach,Robinsonland,Female,Finland,01/04/2016 04:00,No
44.11,41,43111.41,121.24,Organic next generation matrix,Lake David,Male,Saint Vincent and the Grenadines,4/20/2016 16:49,Yes
56.57,26,56435.6,131.98,Multi-channeled non-volatile website,West Ericaport,Female,Senegal,1/23/2016 13:14,Yes
83.91,29,53223.58,222.87,Distributed bifurcated challenge,Haleberg,Female,Burundi,01/04/2016 22:27,No
79.8,28,57179.91,229.88,Customizable zero-defect Internet solution,West Michaelport,Male,Bahamas,04/08/2016 22:40,No
71.23,52,41521.28,122.59,Self-enabling zero administration neural-net,Ericksonmouth,Female,Sweden,01/05/2016 11:53,Yes
47.23,43,73538.09,210.87,Optimized upward-trending productivity,Yangside,Male,Svalbard & Jan Mayen Islands,3/17/2016 22:24,Yes
82.37,30,63664.32,NA,Open-architected system-worthy ability,Estradafurt,Female,Tonga,6/29/2016 4:23,No
43.63,38,61757.12,135.25,Quality-focused maximized extranet,Frankport,Male,Korea,5/25/2016 19:45,Yes
70.9,28,71727.51,190.95,Centralized client-driven workforce,Port Juan,Female,Kyrgyz Republic,6/17/2016 23:19,No
71.9,29,72203.96,193.29,De-engineered intangible flexibility,Williamsside,Male,Costa Rica,4/24/2016 7:20,No
NA,37,50671.6,105.86,Re-engineered intangible software,Johnsonview,Male,Liechtenstein,3/18/2016 13:00,Yes
67.35,29,47510.42,118.69,Sharable secondary Graphical User Interface,East Heidi,Female,Zimbabwe,4/28/2016 21:58,Yes
57.99,50,62466.1,124.58,Innovative homogeneous alliance,New Angelview,Female,Costa Rica,02/12/2016 08:46,Yes
66.8,29,59683.16,248.51,Diverse leadingedge website,Lake Brandonview,Female,Hungary,07/11/2016 13:23,Yes
49.13,32,41097.17,120.49,Optimized intermediate help-desk,Morganport,Female,Fiji,1/29/2016 0:45,Yes
45.11,58,39799.73,195.69,Sharable reciprocal project,Browntown,Female,Netherlands,01/05/2016 16:26,Yes
54.35,42,76984.21,164.02,Proactive interactive service-desk,Lake Hailey,Female,Sweden,6/20/2016 8:22,No
61.82,59,57877.15,151.93,Open-architected needs-based customer loyalty,Olsonside,Male,Barbados,02/06/2016 17:48,Yes
77.75,31,59047.91,240.64,Multi-lateral motivating circuit,Coxhaven,Male,Paraguay,6/22/2016 17:19,No
70.61,28,72154.68,190.12,Assimilated encompassing portal,Meaganfort,Female,Italy,4/16/2016 5:24,No
82.72,31,65704.79,179.82,Cross-group global orchestration,North Monicaville,Female,Belarus,1/17/2016 5:07,No
76.87,36,72948.76,212.59,Down-sized bandwidth-monitored core,Mullenside,Female,South Georgia and the South Sandwich Islands,07/08/2016 22:30,No
65.07,34,73941.91,227.53,Monitored explicit hierarchy,Princebury,Male,Anguilla,03/11/2016 00:05,No
56.93,37,57887.64,111.8,Reactive demand-driven strategy,Bradleyside,Female,Sierra Leone,06/10/2016 00:35,Yes
48.86,35,62463.7,128.37,Universal empowering adapter,Elizabethbury,Male,Saint Martin,01/04/2016 00:44,Yes
36.56,29,42838.29,195.89,Team-oriented bi-directional secured line,West Ryan,Female,Uganda,01/01/2016 15:14,Yes
85.73,32,43778.88,147.75,Stand-alone radical throughput,New Tammy,Male,Saudi Arabia,07/10/2016 17:24,Yes
75.81,40,71157.05,229.19,Inverse zero-defect capability,Sanchezland,Female,Greenland,3/27/2016 19:50,No
72.94,31,74159.69,190.84,Multi-tiered real-time implementation,Rogerland,Female,Venezuela,4/29/2016 13:38,No
53.63,54,50333.72,126.29,Front-line zero-defect array,Vanessaview,Male,Liberia,01/08/2016 18:13,Yes
52.35,25,33293.78,147.61,Mandatory 4thgeneration structure,Jessicashire,Male,Mali,06/05/2016 07:54,Yes
52.84,51,38641.2,121.57,Synergistic asynchronous superstructure,Melissachester,Male,Bosnia and Herzegovina,6/29/2016 10:50,Yes
51.58,33,49822.78,115.91,Vision-oriented system-worthy forecast,Johnsontown,Female,Brunei Darussalam,4/24/2016 13:46,Yes
42.32,29,63891.29,187.09,Digitized radical architecture,New Joshuaport,Male,South Georgia and the South Sandwich Islands,2/14/2016 4:14,Yes
55.04,42,43881.73,106.96,Quality-focused optimizing parallelism,Hernandezside,Male,Czech Republic,6/15/2016 5:43,Yes
68.58,41,13996.5,171.54,Exclusive discrete firmware,New Williamville,Male,El Salvador,07/06/2016 12:04,Yes
85.54,27,48761.14,175.43,Right-sized solution-oriented benchmark,Gilbertville,Male,Tokelau,3/31/2016 13:54,No
71.14,30,69758.31,224.82,Assimilated stable encryption,Newmanberg,Female,France,6/21/2016 0:52,No
64.38,19,52530.1,180.47,Configurable dynamic secured line,West Alice,Male,Gabon,5/27/2016 5:23,No
88.85,40,58363.12,213.96,Cloned optimal leverage,Cannonbury,Female,Bulgaria,1/17/2016 18:45,No
66.79,60,60575.99,198.3,Decentralized client-driven data-warehouse,Shelbyport,Male,Burkina Faso,04/07/2016 20:34,Yes
32.6,45,48206.04,185.47,Multi-tiered interactive neural-net,New Henry,Female,Mayotte,05/02/2016 18:37,Yes
43.88,54,31523.09,166.85,Enhanced methodical database,Dustinmouth,Male,Somalia,06/04/2016 17:24,Yes
56.46,26,66187.58,151.63,Ameliorated leadingedge help-desk,South Lisa,Female,Albania,04/07/2016 18:52,Yes
72.18,30,69438.04,225.02,De-engineered attitude-oriented projection,Lisamouth,Female,Bolivia,06/10/2016 22:21,No
52.67,44,14775.5,191.26,Persevering 5thgeneration knowledge user,New Hollyberg,Female,Jersey,5/19/2016 6:37,Yes
80.55,35,68016.9,219.91,Extended grid-enabled hierarchy,Port Brittanyville,Female,British Virgin Islands,3/28/2016 23:01,No
67.85,41,78520.99,202.7,Reactive tangible contingency,East Ronald,Male,Saint Helena,1/21/2016 22:51,Yes
75.55,36,31998.72,123.71,Decentralized attitude-oriented interface,South Davidmouth,Male,Bosnia and Herzegovina,03/12/2016 06:05,Yes
80.46,29,56909.3,230.78,Mandatory coherent groupware,Carterton,Female,India,06/04/2016 09:13,No
82.69,29,61161.29,167.41,Fully-configurable eco-centric frame,Rachelhaven,Male,Georgia,5/24/2016 10:16,No
35.21,39,52340.1,154,Advanced disintermediate data-warehouse,New Timothy,Male,United States Minor Outlying Islands,3/25/2016 6:36,Yes
36.37,40,47338.94,144.53,Quality-focused zero-defect data-warehouse,North Jessicaville,Male,Kiribati,4/22/2016 0:28,Yes
74.07,22,50950.24,165.43,Cross-group non-volatile secured line,Joneston,Male,Ghana,3/22/2016 4:13,No
59.96,33,77143.61,197.66,Expanded modular application,Staceyfort,Female,Samoa,1/14/2016 8:27,Yes
85.62,29,57032.36,195.68,Triple-buffered systematic info-mediaries,South Dianeshire,Female,Iran,4/14/2016 21:37,No
40.88,33,48554.45,136.18,Networked non-volatile synergy,West Shannon,Male,Costa Rica,5/31/2016 17:50,Yes
36.98,31,39552.49,167.87,Fully-configurable clear-thinking throughput,Micheletown,Male,Northern Mariana Islands,3/17/2016 6:25,Yes
35.49,47,36884.23,170.04,Front-line actuating functionalities,North Brittanyburgh,Female,Liechtenstein,4/13/2016 7:07,Yes
56.56,26,68783.45,204.47,Compatible composite project,Port Jasmine,Male,Grenada,02/03/2016 22:11,No
36.62,32,51119.93,162.44,Customer-focused solution-oriented software,New Sabrina,Male,Poland,02/02/2016 19:59,Yes
49.35,49,44304.13,119.86,Inverse stable synergy,Lake Charlottestad,Female,Kenya,04/07/2016 20:38,Yes
75.64,29,69718.19,204.82,Pre-emptive well-modulated moderator,West Rhondamouth,Male,Iran,3/15/2016 19:35,No
79.22,27,63429.18,198.79,Intuitive modular system engine,North Debra,Male,Belgium,03/11/2016 12:39,No
77.05,34,65756.36,236.08,Centralized value-added hierarchy,Villanuevastad,Female,Namibia,5/17/2016 18:06,No
66.83,46,77871.75,196.17,Assimilated hybrid initiative,North Jeremyport,Male,Cyprus,2/28/2016 23:10,No
76.2,24,47258.59,228.81,Optimized coherent Internet solution,Lake Susan,Male,Japan,03/02/2016 06:35,No
56.64,29,55984.89,123.24,Versatile 6thgeneration parallelism,Lake John,Male,Zimbabwe,2/27/2016 8:52,Yes
53.33,34,44275.13,111.63,Configurable impactful productivity,Courtneyfort,Male,Andorra,3/14/2016 4:34,Yes
50.63,50,25767.16,142.23,Operative full-range forecast,Tammymouth,Female,Luxembourg,03/10/2016 15:07,Yes
41.84,49,37605.11,139.32,Operative secondary functionalities,Lake Vanessa,Female,Cyprus,05/01/2016 08:27,Yes
53.92,41,25739.09,125.46,Business-focused transitional solution,Lake Amanda,Male,Turkey,06/12/2016 11:17,Yes
83.89,28,60188.38,180.88,Ameliorated intermediate Graphical User Interface,Mariemouth,Male,Hong Kong,5/28/2016 12:20,No
55.32,43,67682.32,127.65,Managed 24hour analyzer,Port Douglasborough,Female,Netherlands,3/18/2016 9:08,Yes
53.22,44,44307.18,108.85,Horizontal client-server database,Port Aprilville,Female,United States Virgin Islands,5/26/2016 6:03,Yes
43.16,35,25371.52,156.11,Implemented didactic support,Williamsport,Male,Marshall Islands,07/06/2016 03:40,Yes
67.51,43,23942.61,127.2,Digitized homogeneous core,Lake Faith,Female,Western Sahara,4/29/2016 14:10,Yes
43.16,29,50666.5,143.04,Robust holistic application,Wendyville,Male,Saint Vincent and the Grenadines,03/05/2016 20:53,Yes
79.89,30,50356.06,241.38,Synergized uniform hierarchy,Angelhaven,Male,United States of America,5/30/2016 8:35,No
84.25,32,63936.5,170.9,Pre-emptive client-driven secured line,New Sean,Male,Angola,04/10/2016 06:32,No
74.18,28,69874.18,203.87,Front-line even-keeled website,Lake Lisa,Female,Cayman Islands,1/20/2016 2:31,No
85.78,34,50038.65,232.78,Persistent fault-tolerant service-desk,Valerieland,Female,Swaziland,7/20/2016 21:53,No
80.96,39,67866.95,225,Integrated leadingedge frame,New Travis,Male,Wallis and Futuna,1/17/2016 4:12,No
36.91,48,54645.2,159.69,Ameliorated coherent open architecture,North Samantha,Female,Zimbabwe,2/24/2016 7:13,Yes
54.47,23,46780.09,141.52,Vision-oriented bifurcated contingency,Holderville,NA,Chad,3/26/2016 19:37,Yes
81.98,34,67432.49,212.88,Up-sized maximized model,Patrickmouth,Female,Saint Martin,06/04/2016 09:25,No
79.6,39,73392.28,194.23,Organized global flexibility,Lake Deannaborough,Female,Rwanda,4/22/2016 7:48,No
57.51,38,47682.28,105.71,Re-engineered zero-defect open architecture,Jeffreymouth,Female,Moldova,3/31/2016 8:53,Yes
82.3,31,56735.83,232.21,Balanced executive definition,Davieshaven,Female,Gabon,4/16/2016 8:36,No
73.21,30,51013.37,252.6,Networked logistical info-mediaries,Lake Jessicaville,Male,Denmark,05/12/2016 20:57,Yes
79.09,32,69481.85,209.72,Optimized multimedia website,Hernandezchester,Male,Svalbard & Jan Mayen Islands,05/07/2016 21:32,No
68.47,28,67033.34,226.64,Focused coherent success,North Kennethside,Female,Poland,6/25/2016 0:33,No
83.69,36,68717,192.57,Robust context-sensitive neural-net,Shelbyport,Female,Fiji,3/23/2016 5:27,No
83.48,31,59340.99,222.72,Intuitive zero administration adapter,Williamport,Male,Philippines,03/04/2016 13:47,No
43.49,45,47968.32,124.67,Synchronized full-range portal,Smithside,Female,Vietnam,6/14/2016 12:08,Yes
66.69,35,48758.92,108.27,Integrated encompassing support,Vanessastad,Female,Jersey,05/11/2016 19:13,Yes
48.46,49,61230.03,132.38,Devolved human-resource circuit,Lisamouth,Male,Indonesia,1/21/2016 23:33,Yes
42.51,30,54755.71,144.77,Grass-roots transitional flexibility,Lake Rhondaburgh,Male,Palestinian Territory,1/15/2016 19:45,Yes
42.83,34,54324.73,132.38,Vision-oriented methodical support,Cunninghamhaven,Male,Latvia,4/23/2016 9:42,Yes
41.46,42,52177.4,128.98,Integrated impactful groupware,Robertstown,Male,Malta,5/23/2016 8:06,Yes
45.99,33,51163.14,124.61,Face-to-face methodical intranet,South Mark,Male,Afghanistan,2/27/2016 15:04,Yes
68.72,27,66861.67,225.97,Fundamental tangible moratorium,New Taylorburgh,Female,Austria,2/23/2016 17:37,No
63.11,34,63107.88,254.94,Balanced mobile Local Area Network,Port Karenfurt,Male,Micronesia,3/17/2016 22:59,No
49.21,46,49206.4,115.6,Realigned 24/7 core,Carterland,Female,Mexico,2/28/2016 3:34,Yes
55.77,49,55942.04,117.33,Fully-configurable high-level groupware,East Shawn,Male,Chile,3/15/2016 14:33,Yes
44.13,40,33601.84,128.48,Ameliorated discrete extranet,West Derekmouth,Male,Cuba,03/03/2016 20:20,Yes
57.82,46,48867.36,107.56,Centralized asynchronous portal,Brandiland,Male,Belarus,04/06/2016 14:16,Yes
72.46,40,56683.32,113.53,Enhanced tertiary utilization,Cervantesshire,Female,Malawi,05/01/2016 09:23,Yes
61.88,45,38260.89,108.18,Balanced disintermediate conglomeration,North Debrashire,Female,Afghanistan,5/30/2016 8:02,Yes
78.24,23,54106.21,199.29,Sharable value-added solution,Deannaville,Female,Luxembourg,04/04/2016 11:39,No
74.61,38,71055.22,231.28,Networked impactful framework,East Christopher,Male,South Africa,04/06/2016 23:10,No
89.18,37,46403.18,224.01,Public-key impactful neural-net,Rickymouth,Male,Nepal,4/26/2016 21:45,No
44.16,42,61690.93,133.42,Innovative interactive portal,Port Dennis,Male,Spain,5/25/2016 0:34,Yes
55.74,37,26130.93,124.34,Networked asymmetric infrastructure,Lake Michelle,Male,Hong Kong,02/11/2016 16:45,Yes
88.82,36,58638.75,169.1,Assimilated discrete strategy,East Johnport,Female,Slovakia (Slovak Republic),1/30/2016 0:05,No
70.39,32,47357.39,261.52,Phased 5thgeneration open system,Sabrinaview,Male,Cayman Islands,07/12/2016 10:56,No
59.05,52,50086.17,118.45,Upgradable logistical flexibility,Kristinfurt,Male,Uganda,4/23/2016 3:46,Yes
78.58,33,51772.58,250.11,Centralized user-facing service-desk,Chapmanland,Male,Vanuatu,4/16/2016 10:36,No
35.11,35,47638.3,158.03,Extended analyzing emulation,North Jonathan,Male,Anguilla,03/11/2016 13:07,Yes
60.39,45,38987.42,108.25,Front-line methodical utilization,Port Christina,Male,Switzerland,03/02/2016 15:39,Yes
81.56,26,51363.16,213.7,Open-source scalable protocol,Juanport,Male,Zimbabwe,7/13/2016 21:31,No
75.03,34,35764.49,255.57,Networked local secured line,East Mike,Female,Uruguay,5/29/2016 18:12,Yes
50.87,24,62939.5,190.41,Programmable empowering orchestration,North Angelatown,Female,Liberia,05/10/2016 17:13,Yes
82.8,30,58776.67,223.2,Enhanced systemic benchmark,West Steven,Male,Egypt,05/07/2016 08:39,No
78.51,25,59106.12,205.71,Focused web-enabled Graphical User Interface,Riggsstad,Male,Greece,1/17/2016 13:27,No
37.65,51,50457.01,161.29,Automated stable help-desk,Davidview,Male,Bahrain,03/09/2016 06:22,Yes
83.17,43,54251.78,244.4,Managed national hardware,Port Kevinborough,Male,Sri Lanka,04/05/2016 18:02,No
91.37,45,51920.49,182.65,Re-engineered composite moratorium,Lawsonshire,Male,Kazakhstan,04/01/2016 07:37,Yes
68.25,29,70324.8,220.08,Phased fault-tolerant definition,Wagnerchester,Female,Greenland,2/15/2016 16:18,No
81.32,25,52416.18,165.65,Pre-emptive next generation Internet solution,Daisymouth,Female,Moldova,03/08/2016 05:12,No
76.64,39,NA,241.5,Reverse-engineered web-enabled support,North Daniel,Male,Poland,02/09/2016 23:38,No
74.06,50,60938.73,246.29,Horizontal intermediate monitoring,Port Jacquelinestad,Male,Anguilla,6/17/2016 9:38,No
39.53,33,40243.82,142.21,Intuitive transitional artificial intelligence,New Teresa,Male,NA,06/01/2016 12:27,Yes
86.58,32,60151.77,195.93,Business-focused asynchronous budgetary management,Henryfort,Male,Mexico,2/26/2016 23:44,No
90.75,40,45945.88,216.5,Decentralized methodical capability,Lake Joseph,Female,Togo,03/11/2016 09:58,No
67.71,25,63430.33,225.76,Synergized intangible open system,Daviesborough,Male,Armenia,4/28/2016 2:55,No
82.41,36,65882.81,222.08,Stand-alone logistical service-desk,North Brandon,Female,Nicaragua,04/12/2016 04:22,No
45.82,27,64410.8,171.24,Expanded full-range synergy,Adamside,Male,Eritrea,02/10/2016 20:43,Yes
76.79,27,55677.12,235.94,Open-architected intangible strategy,Wademouth,Female,Canada,05/01/2016 23:21,No
70.05,33,75560.65,203.44,Diverse directional hardware,North Raymond,Female,Croatia,3/24/2016 17:48,No
72.19,32,61067.58,250.32,Balanced discrete approach,Randolphport,Male,Switzerland,4/22/2016 19:45,No
77.35,34,72330.57,167.26,Total bi-directional success,East Troyhaven,Female,Yemen,03/09/2016 12:10,No
40.34,29,32549.95,173.75,Object-based motivating instruction set,Clarkborough,Female,Tokelau,3/30/2016 5:29,Yes
67.39,44,51257.26,107.19,Realigned intermediate application,Josephberg,Female,Armenia,1/24/2016 13:41,Yes
68.68,34,77220.42,187.03,Sharable encompassing database,Lake Jenniferton,Male,Equatorial Guinea,7/15/2016 9:42,No
81.75,43,52520.75,249.45,Progressive 24/7 definition,Lake Jose,Female,Barbados,06/07/2016 05:41,No
66.03,22,59422.47,217.37,Pre-emptive next generation strategy,Ashleymouth,Female,American Samoa,5/31/2016 23:32,No
NA,33,22456.04,154.93,Open-source 5thgeneration leverage,Henryland,Male,Saint Lucia,5/14/2016 14:49,Yes
79.18,31,58443.99,236.96,Open-source holistic productivity,Lake Danielle,Female,Algeria,01/10/2016 20:18,No
86.81,29,50820.74,199.62,Multi-channeled scalable moratorium,Joshuaburgh,Male,Turkmenistan,2/21/2016 16:57,No
41.53,42,67575.12,158.81,Optional tangible productivity,South Jeanneport,Female,Mayotte,5/23/2016 0:32,Yes
70.92,39,66522.79,249.81,Up-sized intangible circuit,New Nathan,Male,South Africa,7/21/2016 20:30,No
46.84,45,34903.67,123.22,Virtual homogeneous budgetary management,Jonesshire,Female,Macao,5/15/2016 18:44,Yes
44.4,53,43073.78,140.95,Phased zero-defect portal,Mariahview,Male,France,6/30/2016 0:43,Yes
52.17,44,57594.7,115.37,Optional modular throughput,New Julianberg,Male,Equatorial Guinea,2/24/2016 6:17,Yes
81.45,31,66027.31,205.84,Triple-buffered human-resource complexity,Randyshire,Male,Mali,5/30/2016 21:22,No
54.08,36,53012.94,111.02,Innovative cohesive pricing structure,Philipberg,Male,Mayotte,06/02/2016 04:14,Yes
76.65,31,61117.5,238.43,Function-based executive moderator,West Dennis,Female,Pakistan,4/18/2016 7:00,No
54.39,20,52563.22,171.9,Digitized content-based circuit,Richardshire,Male,Guadeloupe,2/29/2016 18:06,Yes
37.74,40,65773.49,190.95,Balanced uniform algorithm,Lake James,Female,Denmark,5/27/2016 12:45,Yes
69.86,25,50506.44,241.36,Triple-buffered foreground encryption,Austinborough,Female,New Zealand,01/12/2016 21:17,No
85.37,36,66262.59,194.56,Front-line system-worthy flexibility,Alexandrafort,Male,Netherlands Antilles,1/27/2016 17:08,No
80.99,26,35521.88,207.53,Centralized clear-thinking Graphic Interface,Melissastad,Male,Belarus,06/10/2016 03:56,No
78.84,32,62430.55,235.29,Optimized 5thgeneration moratorium,Gonzalezburgh,Male,Taiwan,04/09/2016 09:26,No
77.36,41,49597.08,115.79,Fully-configurable asynchronous firmware,Port Jennifer,Female,El Salvador,2/26/2016 6:00,Yes
55.46,37,42078.89,108.1,Exclusive systematic algorithm,Chrismouth,Female,Taiwan,2/21/2016 23:07,Yes
35.66,45,46197.59,151.72,Exclusive cohesive intranet,Port Beth,Female,Peru,4/29/2016 14:08,Yes
50.78,51,49957,122.04,Vision-oriented asynchronous Internet solution,West David,Female,Liberia,02/11/2016 17:02,Yes
40.47,38,24078.93,203.9,Sharable 5thgeneration access,Fraziershire,Female,Burundi,7/22/2016 7:44,Yes
45.62,43,53647.81,121.28,Monitored homogeneous artificial intelligence,Robertfurt,Female,Macao,6/26/2016 2:34,Yes
84.76,30,61039.13,178.69,Monitored 24/7 moratorium,South Pamela,Female,Venezuela,5/14/2016 23:08,No
80.64,26,46974.15,221.59,Vision-oriented real-time framework,North Laurenview,Female,Luxembourg,5/24/2016 10:04,No
75.94,27,53042.51,236.96,Future-proofed stable function,Campbellstad,Male,Italy,2/16/2016 12:05,No
37.01,50,48826.14,216.01,Secured encompassing Graphical User Interface,Port Derekberg,Female,San Marino,3/20/2016 2:44,Yes
87.18,31,58287.86,193.6,Right-sized logistical middleware,West Andrew,Female,Madagascar,1/31/2016 5:12,No
56.91,50,21773.22,146.44,Team-oriented executive core,West Randy,Female,Norfolk Island,04/01/2016 05:17,Yes
75.24,24,52252.91,226.49,Vision-oriented next generation solution,South Christopher,Female,Vanuatu,2/25/2016 16:33,No
42.84,52,27073.27,182.2,Enhanced optimizing website,Lake Michellebury,Male,Tunisia,3/21/2016 11:02,Yes
67.56,47,50628.31,109.98,Reduced background data-warehouse,Zacharyton,Female,Paraguay,02/12/2016 05:20,Yes
34.96,42,36913.51,160.49,Right-sized mobile initiative,West James,Male,Macedonia,06/01/2016 16:10,Yes
87.46,37,61009.1,211.56,Synergized grid-enabled framework,Millerview,Male,Heard Island and McDonald Islands,6/16/2016 3:17,No
41.86,39,53041.77,128.62,Open-source stable paradigm,Hawkinsbury,Male,Ethiopia,3/26/2016 15:28,Yes
34.04,34,40182.84,174.88,Reverse-engineered context-sensitive emulation,Elizabethport,Male,El Salvador,2/16/2016 7:37,Yes
54.96,42,59419.78,113.75,Public-key disintermediate emulation,West Amanda,Male,Niger,2/28/2016 9:31,Yes
87.14,31,58235.21,199.4,Up-sized bifurcated capability,Wadestad,Male,Timor-Leste,5/18/2016 1:00,No
78.79,32,68324.48,215.29,Stand-alone background open system,Mauriceshire,Male,Uruguay,2/21/2016 13:11,No
65.56,25,69646.35,181.25,Stand-alone explicit orchestration,West Arielstad,Male,Somalia,01/05/2016 12:59,No
81.05,34,54045.39,245.5,Configurable asynchronous application,Adamsstad,Female,Malaysia,5/18/2016 0:07,No
55.71,37,NA,112.52,Upgradable 4thgeneration portal,Lake James,Male,Korea,03/06/2016 23:26,Yes
45.48,49,53336.76,129.16,Networked client-server solution,Blairborough,Male,Lao People's Democratic Republic,5/19/2016 4:23,Yes
47,56,50491.45,149.53,Public-key bi-directional Graphical User Interface,New Marcusbury,Female,Bahamas,4/29/2016 20:40,Yes
59.64,51,71455.62,153.12,Re-contextualized human-resource success,Evansville,Male,Guyana,05/03/2016 01:09,Yes
35.98,45,43241.88,150.79,Front-line fresh-thinking installation,Huffmanchester,Female,Ethiopia,6/27/2016 21:51,Yes
72.55,22,58953.01,NA,Balanced empowering success,New Cynthia,Female,Bosnia and Herzegovina,02/08/2016 07:33,No
NA,38,36834.04,184.98,Robust uniform framework,Joshuamouth,Female,Cyprus,2/22/2016 7:04,No
80.53,29,66345.1,187.64,Sharable upward-trending support,West Benjamin,Female,Singapore,3/21/2016 8:13,No
82.49,45,38645.4,130.84,Assimilated multi-state paradigm,Williamsfort,Female,Dominican Republic,5/31/2016 0:58,Yes
80.94,36,60803,239.94,Self-enabling local strategy,North Tiffany,Female,Bermuda,01/01/2016 05:31,No
61.76,34,33553.9,114.69,Open-source local approach,Edwardsport,Female,Jamaica,5/27/2016 8:53,Yes
63.3,38,63071.34,116.19,Polarized intangible encoding,Lake Evantown,Female,Saint Barthelemy,05/09/2016 07:13,Yes
36.73,34,46737.34,149.79,Multi-lateral attitude-oriented adapter,South Henry,Male,Albania,6/27/2016 1:56,Yes
78.41,33,55368.67,248.23,Multi-lateral 24/7 Internet solution,Harmonhaven,Male,Mozambique,06/03/2016 04:51,No
83.98,36,68305.91,194.62,Profit-focused secondary portal,West Gregburgh,Female,Zimbabwe,2/24/2016 0:44,No
63.18,45,39211.49,107.92,Reactive upward-trending migration,Hansenland,Female,Georgia,03/05/2016 12:03,Yes
50.6,48,65956.71,135.67,Customer-focused fault-tolerant implementation,Port Michaelmouth,Female,Brazil,1/15/2016 22:49,Yes
32.6,38,40159.2,190.05,Customizable homogeneous contingency,Tylerport,Female,Syrian Arab Republic,02/12/2016 03:39,Yes
60.83,19,40478.83,185.46,Versatile next generation pricing structure,West Lacey,Male,Palestinian Territory,2/19/2016 20:49,No
44.72,46,40468.53,123.86,Cross-group systemic customer loyalty,North Jenniferburgh,Male,Grenada,03/12/2016 02:48,Yes
78.76,51,66980.27,162.05,Face-to-face modular budgetary management,South Davidhaven,Female,Ghana,7/23/2016 4:04,Yes
79.51,39,34942.26,125.11,Proactive non-volatile encryption,North Charlesbury,Male,Brunei Darussalam,03/06/2016 09:33,Yes
39.3,32,48335.2,145.73,Decentralized bottom-line help-desk,Jonathanland,Female,Lithuania,2/24/2016 4:11,Yes
64.79,30,42251.59,116.07,Visionary mission-critical application,North Virginia,Female,Maldives,2/17/2016 20:22,Yes
89.8,36,57330.43,198.24,User-centric attitude-oriented adapter,West Tanner,Female,Lesotho,02/02/2016 04:57,No
72.82,34,75769.82,191.82,User-centric discrete success,Jonesmouth,Male,Czech Republic,1/27/2016 16:06,No
38.65,31,51812.71,154.77,Total even-keeled architecture,Port Jason,Male,Iceland,5/24/2016 9:50,Yes
59.01,30,75265.96,178.75,Focused multimedia implementation,West Annefort,Male,Philippines,02/08/2016 22:45,Yes
78.96,50,69868.48,193.15,Stand-alone well-modulated product,East Jason,Female,Cayman Islands,02/12/2016 01:55,Yes
63.99,43,72802.42,138.46,Ameliorated bandwidth-monitored contingency,North Cassie,Female,Haiti,01/11/2016 08:18,Yes
41.35,27,39193.45,162.46,Streamlined homogeneous analyzer,Hintonport,Male,Colombia,03/03/2016 03:51,Yes
62.79,36,18368.57,231.87,Total coherent archive,New James,Male,Luxembourg,5/30/2016 20:08,Yes
45.53,29,56129.89,141.58,Front-line neutral alliance,North Destiny,Female,United Arab Emirates,4/22/2016 22:01,Yes
51.65,31,58996.56,249.99,Virtual context-sensitive support,Mclaughlinbury,Female,Ireland,5/25/2016 10:39,No
54.55,44,41547.62,109.04,Re-engineered optimal policy,West Gabriellamouth,Female,Canada,02/04/2016 03:10,Yes
35.66,36,59240.24,172.57,Implemented uniform synergy,Alvarezland,Female,Svalbard & Jan Mayen Islands,2/21/2016 20:09,Yes
69.95,28,56725.47,247.01,Horizontal even-keeled challenge,New Julie,Female,Malta,4/28/2016 1:24,No
79.83,29,55764.43,234.23,Innovative regional groupware,North Frankstad,Male,Sudan,5/18/2016 19:33,No
